"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"21.11.2019","16.999,19","17.019,53","17.019,53","16.950,79","236,46M","-0,04%"
"20.11.2019","17.005,82","16.992,14","17.040,60","16.962,61","238,35M","-0,03%"
"19.11.2019","17.011,40","17.033,91","17.033,91","16.963,91","224,99M","-0,08%"
"18.11.2019","17.025,11","17.003,84","17.025,11","16.994,47","206,18M","-0,02%"
"15.11.2019","17.028,47","16.982,66","17.035,96","16.977,96","189,37M","0,33%"
"14.11.2019","16.972,18","16.959,89","16.984,05","16.939,06","166,39M","0,08%"
"13.11.2019","16.957,99","16.891,58","16.987,29","16.880,68","184,51M","0,29%"
"12.11.2019","16.909,38","16.898,12","16.927,46","16.884,81","230,96M","0,16%"
"11.11.2019","16.882,83","16.834,79","16.895,12","16.819,85","153,06M","0,03%"
"08.11.2019","16.877,42","16.795,72","16.879,65","16.795,72","207,48M","0,43%"
"07.11.2019","16.805,75","16.797,31","16.834,43","16.788,63","242,58M","0,36%"
"06.11.2019","16.745,64","16.692,97","16.766,58","16.666,88","217,18M","0,38%"
"05.11.2019","16.681,92","16.663,90","16.696,78","16.660,27","229,38M","0,07%"
"04.11.2019","16.669,81","16.646,09","16.681,60","16.642,46","244,78M","0,46%"
"01.11.2019","16.594,07","16.537,72","16.608,00","16.534,93","201,18M","0,67%"
"31.10.2019","16.483,16","16.473,31","16.483,16","16.409,51","222,28M","-0,11%"
"30.10.2019","16.501,43","16.412,45","16.501,45","16.373,54","160,01M","0,51%"
"29.10.2019","16.418,14","16.330,94","16.454,11","16.315,57","178,12M","0,19%"
"28.10.2019","16.387,53","16.434,44","16.453,24","16.387,53","162,18M","-0,10%"
"25.10.2019","16.404,49","16.369,75","16.425,04","16.356,48","173,51M","0,21%"
"24.10.2019","16.369,32","16.380,83","16.412,08","16.332,48","167,16M","0,20%"
"23.10.2019","16.335,93","16.386,13","16.395,94","16.309,18","181,91M","-0,34%"
"22.10.2019","16.391,52","16.470,28","16.484,84","16.391,52","171,98M","-0,16%"
"21.10.2019","16.418,45","16.421,04","16.443,29","16.412,07","155,11M","0,25%"
"18.10.2019","16.377,12","16.452,73","16.462,12","16.376,60","166,42M","-0,30%"
"17.10.2019","16.426,30","16.450,51","16.468,78","16.400,54","168,40M","-0,01%"
"16.10.2019","16.427,18","16.435,10","16.445,59","16.408,73","165,97M","0,05%"
"15.10.2019","16.418,39","16.433,73","16.510,65","16.417,75","212,33M","0,02%"
"11.10.2019","16.415,16","16.487,17","16.516,71","16.413,44","200,75M","-0,05%"
"10.10.2019","16.422,68","16.375,36","16.444,35","16.358,10","186,02M","0,26%"
"09.10.2019","16.379,87","16.347,34","16.409,10","16.308,67","176,21M","0,53%"
"08.10.2019","16.293,95","16.366,46","16.372,67","16.274,70","198,43M","-0,79%"
"07.10.2019","16.424,52","16.420,68","16.474,67","16.394,49","155,83M","-0,15%"
"04.10.2019","16.449,35","16.386,89","16.453,18","16.362,01","183,48M","0,49%"
"03.10.2019","16.369,03","16.285,42","16.369,58","16.198,09","238,19M","0,36%"
"02.10.2019","16.310,97","16.401,77","16.416,96","16.223,59","218,20M","-0,83%"
"01.10.2019","16.447,66","16.683,64","16.707,54","16.429,57","225,20M","-1,27%"
"30.09.2019","16.658,63","16.666,65","16.730,54","16.658,63","200,79M","-0,21%"
"27.09.2019","16.694,27","16.769,35","16.769,35","16.656,43","196,46M","-0,57%"
"26.09.2019","16.790,40","16.788,13","16.800,72","16.749,88","204,56M","0,04%"
"25.09.2019","16.784,29","16.771,04","16.800,85","16.725,79","197,46M","-0,08%"
"24.09.2019","16.798,33","16.877,40","16.917,62","16.772,37","207,31M","-0,41%"
"23.09.2019","16.867,20","16.870,14","16.892,50","16.846,40","168,55M","-0,19%"
